publishedAt,author,content,description,source,title,url,urlToImage,clean_content,clean_description,cleanned_title,content_wiki,content_polarity,description_wiki,title_wiki,description_polarity,title_polarity,content_subjectivity,description_subjectivity,title_subjectivity,Date,my_rep
2019-03-26 18:12:10,,"By Stephen Nellis
SAN FRANCISCO (Reuters) - Adobe Inc and Microsoft Corp are partnering to bolster each other's sales and marketing software capabilities, taking aim at common rival Salesforce.com Inc, they said on Tuesday.
Adobe and Microsoft hope to make … [+2386 chars]","Adobe Inc and Microsoft Corp are partnering to bolster each other's sales and marketing software capabilities, taking aim at common rival Salesforce.com Inc, they said on Tuesday. Adobe and Microsoft hope to make it easier for users of Adobe's marketing softw…","{'id': None, 'name': 'Yahoo.com'}","Adobe, Microsoft to take on Salesforce's marketing software, with LinkedIn as a weapon",https://news.yahoo.com/adobe-microsoft-salesforces-marketing-software-linkedin-weapon-132728417--finance.html,https://s.yimg.com/uu/api/res/1.2/6C.pcfAOCEsc1aFDTHj6CQ--~B/aD0zMDA7dz00NTA7c209MTthcHBpZD15dGFjaHlvbg--/http://media.zenfs.com/en_us/News/Reuters/2019-03-26T132728Z_1_LYNXNPEF2P12X_RTROPTP_2_ADOBE-SYSTEMS-RESULTS.JPG,"['By', 'Stephen', 'Nellis', 'SAN', 'FRANCISCO', '(Reuters)', '-', 'Adobe', 'Inc', 'and', 'Microsoft', 'Corp', 'are', 'partnering', 'to', 'bolster', 'each', ""other's"", 'sales', 'and', 'marketing', 'software', 'capabilities,', 'taking', 'aim', 'at', 'common', 'rival', 'Salesforce.com', 'Inc,', 'they', 'said', 'on', 'Tuesday.', 'Adobe', 'and', 'Microsoft', 'hope', 'to', 'make', '…', '[+2386', 'chars]']","Adobe Inc and Microsoft Corp are partnering to bolster each other's sales and marketing software capabilities, taking aim at common rival Salesforce.com Inc, they said on Tuesday. Adobe and Microsoft hope to make it easier for users of Adobe's marketing softw…","Adobe, Microsoft to take on Salesforce's marketing software, with LinkedIn as a weapon","By Stephen Nellis
SAN FRANCISCO (Reuters) - Adobe Inc and Microsoft Corp are partnering to bolster each other's sales and marketing software capabilities, taking aim at common rival Salesforce.com Inc, they said on Tuesday.
Adobe and Microsoft hope to make … [+2386 chars]",-0.2125,"Adobe Inc and Microsoft Corp are partnering to bolster each other's sales and marketing software capabilities, taking aim at common rival Salesforce.com Inc, they said on Tuesday. Adobe and Microsoft hope to make it easier for users of Adobe's marketing softw…","Adobe, Microsoft to take on Salesforce's marketing software, with LinkedIn as a weapon",-0.2125,0.0,0.4375,0.4375,0.0,2019-03-26 18:12:10,"['By', 'Stephen', 'Nellis', 'SAN', 'FRANCISCO', 'Reuters', '', 'Adobe', 'Inc', 'and', 'Microsoft', 'Corp', 'are', 'partnering', 'to', 'bolster', 'each', 'others', 'sales', 'and', 'marketing', 'software', 'capabilities', 'taking', 'aim', 'at', 'common', 'rival', 'Salesforcecom', 'Inc', 'they', 'said', 'on', 'Tuesday', 'Adobe', 'and', 'Microsoft', 'hope', 'to', 'make', '…', '2386', 'chars']"
2019-03-26 18:25:00,,"Every weekday we bring you the Ad Age/iSpot Hot Spots, new TV commercials tracked by iSpot.tv, the TV ad measurement and attribution company. The ads here ran on national TV for the first time yesterday.
A few highlights: A not-so-great dad offers his son a … [+1249 chars]","Every weekday we bring you the Ad Age/iSpot Hot Spots, new TV commercials tracked by iSpot.tv, the TV ad measurement and attribution company. The ads here ran on national TV for the first time yesterday. A few highlights: A not-so-great dad offers his son a n…","{'id': None, 'name': 'Adage.com'}","Watch the newest commercials on TV from Aldi, Petco, Booking.com and more",https://adage.com/article/hot-spots/watch-newest-tv-ads-aldi-petco-adp-booking-apartments/317128/,https://gaia.adage.com/images/bin/image/x-large/Aldi_solar_system_3x2.jpg,"['Every', 'weekday', 'we', 'bring', 'you', 'the', 'Ad', 'Age/iSpot', 'Hot', 'Spots,', 'new', 'TV', 'commercials', 'tracked', 'by', 'iSpot.tv,', 'the', 'TV', 'ad', 'measurement', 'and', 'attribution', 'company.', 'The', 'ads', 'here', 'ran', 'on', 'national', 'TV', 'for', 'the', 'first', 'time', 'yesterday.', 'A', 'few', 'highlights:', 'A', 'not-so-great', 'dad', 'offers', 'his', 'son', 'a', '…', '[+1249', 'chars]']","Every weekday we bring you the Ad Age/iSpot Hot Spots, new TV commercials tracked by iSpot.tv, the TV ad measurement and attribution company. The ads here ran on national TV for the first time yesterday. A few highlights: A not-so-great dad offers his son a n…","Watch the newest commercials on TV from Aldi, Petco, Booking.com and more","Every weekday we bring you the Ad Age/iSpot Hot Spots, new TV commercials tracked by iSpot.tv, the TV ad measurement and attribution company. The ads here ran on national TV for the first time yesterday.
A few highlights: A not-so-great dad offers his son a … [+1249 chars]",0.10727272727272727,"Every weekday we bring you the Ad Age/iSpot Hot Spots, new TV commercials tracked by iSpot.tv, the TV ad measurement and attribution company. The ads here ran on national TV for the first time yesterday. A few highlights: A not-so-great dad offers his son a n…","Watch the newest commercials on TV from Aldi, Petco, Booking.com and more",0.10727272727272727,0.5,0.3475757575757576,0.3475757575757576,0.5,2019-03-26 18:25:00,"['Every', 'weekday', 'we', 'bring', 'you', 'the', 'Ad', 'AgeiSpot', 'Hot', 'Spots', 'new', 'TV', 'commercials', 'tracked', 'by', 'iSpottv', 'the', 'TV', 'ad', 'measurement', 'and', 'attribution', 'company', 'The', 'ads', 'here', 'ran', 'on', 'national', 'TV', 'for', 'the', 'first', 'time', 'yesterday', 'A', 'few', 'highlights', 'A', 'notsogreat', 'dad', 'offers', 'his', 'son', 'a', '…', '1249', 'chars']"
2019-03-26 18:34:08,newsfeedback@fool.com (Motley Fool Transcription),"Image source: The Motley Fool.
Carnival Corp(NYSE:CCL)Q1 2019 Earnings Conference CallMarch 26, 2019, 10:00 a.m. ET
Contents:
Prepared Remarks
Questions and Answers
Call Participants
Prepared Remarks:
Arnold Donald -- President and Chief Executive Offi… [+56884 chars]","CCL earnings call for the period ending February 28, 2019.","{'id': None, 'name': 'Fool.com'}",Carnival Corp (CCL) Q1 2019 Earnings Conference Call Transcript,https://www.fool.com/earnings/call-transcripts/2019/03/26/carnival-corp-ccl-q1-2019-earnings-conference-call.aspx,https://g.foolcdn.com/editorial/images/517400/featured-transcript-logo.png,"['Image', 'source:', 'The', 'Motley', 'Fool.', 'Carnival', 'Corp(NYSE:CCL)Q1', '2019', 'Earnings', 'Conference', 'CallMarch', '26,', '2019,', '10:00', 'a.m.', 'ET', 'Contents:', 'Prepared', 'Remarks', 'Questions', 'and', 'Answers', 'Call', 'Participants', 'Prepared', 'Remarks:', 'Arnold', 'Donald', '--', 'President', 'and', 'Chief', 'Executive', 'Offi…', '[+56884', 'chars]']","CCL earnings call for the period ending February 28, 2019.",Carnival Corp (CCL) Q1 2019 Earnings Conference Call Transcript,"Image source: The Motley Fool.
Carnival Corp(NYSE:CCL)Q1 2019 Earnings Conference CallMarch 26, 2019, 10:00 a.m. ET
Contents:
Prepared Remarks
Questions and Answers
Call Participants
Prepared Remarks:
Arnold Donald -- President and Chief Executive Offi… [+56884 chars]",0.6,"CCL earnings call for the period ending February 28, 2019.",Carnival Corp (CCL) Q1 2019 Earnings Conference Call Transcript,0.0,0.0,0.9,0.0,0.0,2019-03-26 18:34:08,"['Image', 'source', 'The', 'Motley', 'Fool', 'Carnival', 'CorpNYSECCLQ1', '2019', 'Earnings', 'Conference', 'CallMarch', '26', '2019', '1000', 'am', 'ET', 'Contents', 'Prepared', 'Remarks', 'Questions', 'and', 'Answers', 'Call', 'Participants', 'Prepared', 'Remarks', 'Arnold', 'Donald', '', 'President', 'and', 'Chief', 'Executive', 'Offi…', '56884', 'chars']"
2019-03-26 19:05:00,,None,"After Boston move, Alexion employees see 34 percent pay bump Boston Business Journal Employees at Alexion Pharmaceuticals Inc. not only got a view of the Seaport when they moved to Boston last year, but also saw a nearly 34 percent increase in...","{'id': None, 'name': 'Bizjournals.com'}","After Boston move, Alexion employees see 34 percent pay bump - Boston Business Journal",https://www.bizjournals.com/boston/news/2019/03/26/afterboston-move-alexion-employees-see-34-percent.html,,['None'],"After Boston move, Alexion employees see 34 percent pay bump Boston Business Journal Employees at Alexion Pharmaceuticals Inc. not only got a view of the Seaport when they moved to Boston last year, but also saw a nearly 34 percent increase in...","After Boston move, Alexion employees see 34 percent pay bump - Boston Business Journal",None,0.0,"After Boston move, Alexion employees see 34 percent pay bump Boston Business Journal Employees at Alexion Pharmaceuticals Inc. not only got a view of the Seaport when they moved to Boston last year, but also saw a nearly 34 percent increase in...","After Boston move, Alexion employees see 34 percent pay bump - Boston Business Journal",0.03333333333333333,0.0,0.0,0.4888888888888889,0.0,2019-03-26 19:05:00,['None']
2019-03-26 19:26:41,Kelly,"He was the son of Anna van der Meij and Christiaan Hartsoeker (1626–1683), a Remonstrant minister in Moordrecht near Gouda. His father took the family to Alkmaar in 1661 and finally to Rotterdam in 1669. Nicolaas started to make a living as a lens maker in Ro… [+4409 chars]","1656 – Dutch mathematician Nicolaas Hartsoeker is born.He was the son of Anna van der Meij and Christiaan Hartsoeker (1626–1683), a Remonstrant minister in Moordrecht near Gouda. His father took the family to Alkmaar in 1661 and finally to Rotterdam in 1669. …","{'id': None, 'name': 'Adafruit.com'}","Time Travel Tuesday #timetravel a look back at the Adafruit, maker, science, technology and engineering world",https://blog.adafruit.com/2019/03/26/time-travel-tuesday-timetravel-a-look-back-at-the-adafruit-maker-science-technology-and-engineering-world-289/,https://cdn-blog.adafruit.com/uploads/2019/03/800px-Hartsoeker_Nicolaas_–_Principes_de_physique_1696_–_BEIC_1476275.jpg,"['He', 'was', 'the', 'son', 'of', 'Anna', 'van', 'der', 'Meij', 'and', 'Christiaan', 'Hartsoeker', '(1626–1683),', 'a', 'Remonstrant', 'minister', 'in', 'Moordrecht', 'near', 'Gouda.', 'His', 'father', 'took', 'the', 'family', 'to', 'Alkmaar', 'in', '1661', 'and', 'finally', 'to', 'Rotterdam', 'in', '1669.', 'Nicolaas', 'started', 'to', 'make', 'a', 'living', 'as', 'a', 'lens', 'maker', 'in', 'Ro…', '[+4409', 'chars]']","1656 – Dutch mathematician Nicolaas Hartsoeker is born.He was the son of Anna van der Meij and Christiaan Hartsoeker (1626–1683), a Remonstrant minister in Moordrecht near Gouda. His father took the family to Alkmaar in 1661 and finally to Rotterdam in 1669. …","Time Travel Tuesday #timetravel a look back at the Adafruit, maker, science, technology and engineering world","He was the son of Anna van der Meij and Christiaan Hartsoeker (1626–1683), a Remonstrant minister in Moordrecht near Gouda. His father took the family to Alkmaar in 1661 and finally to Rotterdam in 1669. Nicolaas started to make a living as a lens maker in Ro… [+4409 chars]",0.05,"1656 – Dutch mathematician Nicolaas Hartsoeker is born.He was the son of Anna van der Meij and Christiaan Hartsoeker (1626–1683), a Remonstrant minister in Moordrecht near Gouda. His father took the family to Alkmaar in 1661 and finally to Rotterdam in 1669. …","Time Travel Tuesday #timetravel a look back at the Adafruit, maker, science, technology and engineering world",0.05,0.0,0.7,0.7,0.0,2019-03-26 19:26:41,"['He', 'was', 'the', 'son', 'of', 'Anna', 'van', 'der', 'Meij', 'and', 'Christiaan', 'Hartsoeker', '1626–1683', 'a', 'Remonstrant', 'minister', 'in', 'Moordrecht', 'near', 'Gouda', 'His', 'father', 'took', 'the', 'family', 'to', 'Alkmaar', 'in', '1661', 'and', 'finally', 'to', 'Rotterdam', 'in', '1669', 'Nicolaas', 'started', 'to', 'make', 'a', 'living', 'as', 'a', 'lens', 'maker', 'in', 'Ro…', '4409', 'chars']"
2019-03-26 19:34:00,"Trefis Team, Contributor, Trefis Team, Contributor https://www.forbes.com/sites/greatspeculations/people/trefis/","Share to facebook
Share to twitter
Share to linkedin
Billboard From The Abbott Company At Weesp The Netherlands 2018
Getty
Abbott Labs (NYSE:ABT) generates its revenues from Medical Devices, Nutritionals, Diagnostics, and Generic Pharmaceuticals business… [+8500 chars]","Abbott Labs (NYSE:ABT) generates its revenues from Medical Devices, Nutritionals, Diagnostics, and Generic Pharmaceuticals business. Medical Devices is the largest segment, and accounts for more than one-third of the company’s total revenues and profits. The …","{'id': None, 'name': 'Forbes.com'}",What Are Abbott Laboratories' Key Sources of Revenue?,https://www.forbes.com/sites/greatspeculations/2019/03/26/what-are-abbott-laboratories-key-sources-of-revenue/,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fblogs-images.forbes.com%2Fthumbnails%2Fblog_25%2Fpt_25_193270_o.jpg%3Ft%3D1553628843,"['Share', 'to', 'facebook', 'Share', 'to', 'twitter', 'Share', 'to', 'linkedin', 'Billboard', 'From', 'The', 'Abbott', 'Company', 'At', 'Weesp', 'The', 'Netherlands', '2018', 'Getty', 'Abbott', 'Labs', '(NYSE:ABT)', 'generates', 'its', 'revenues', 'from', 'Medical', 'Devices,', 'Nutritionals,', 'Diagnostics,', 'and', 'Generic', 'Pharmaceuticals', 'business…', '[+8500', 'chars]']","Abbott Labs (NYSE:ABT) generates its revenues from Medical Devices, Nutritionals, Diagnostics, and Generic Pharmaceuticals business. Medical Devices is the largest segment, and accounts for more than one-third of the company’s total revenues and profits. The …",What Are Abbott Laboratories' Key Sources of Revenue?,"Share to facebook
Share to twitter
Share to linkedin
Billboard From The Abbott Company At Weesp The Netherlands 2018
Getty
Abbott Labs (NYSE:ABT) generates its revenues from Medical Devices, Nutritionals, Diagnostics, and Generic Pharmaceuticals business… [+8500 chars]",0.0,"Abbott Labs (NYSE:ABT) generates its revenues from Medical Devices, Nutritionals, Diagnostics, and Generic Pharmaceuticals business. Medical Devices is the largest segment, and accounts for more than one-third of the company’s total revenues and profits. The …",What Are Abbott Laboratories' Key Sources of Revenue?,0.1,0.0,0.0,0.25,1.0,2019-03-26 19:34:00,"['Share', 'to', 'facebook', 'Share', 'to', 'twitter', 'Share', 'to', 'linkedin', 'Billboard', 'From', 'The', 'Abbott', 'Company', 'At', 'Weesp', 'The', 'Netherlands', '2018', 'Getty', 'Abbott', 'Labs', 'NYSEABT', 'generates', 'its', 'revenues', 'from', 'Medical', 'Devices', 'Nutritionals', 'Diagnostics', 'and', 'Generic', 'Pharmaceuticals', 'business…', '8500', 'chars']"
2019-03-26 20:38:31,,"PHOENIX--(BUSINESS WIRE)--Baxter International Inc. (NYSE:BAX), a global leader in clinical 
 nutrition, today announced it will launch Clinolipid (20% Lipid 
 Injectable Emulsion), its proprietary olive oil-based lipid emulsion, in 
 the U.S. later this y… [+7689 chars]","PHOENIX--(BUSINESS WIRE)--Baxter International Inc. (NYSE:BAX), a global leader in clinical nutrition, today announced it will launch Clinolipid (20% Lipid Injectable Emulsion), its proprietary olive oil-based lipid emulsion, in the U.S. later this year — mar…","{'id': None, 'name': 'Businesswire.com'}",Baxter Highlights Advancements in Clinical Nutrition at ASPEN Conference,https://www.businesswire.com/news/home/20190326005795/en/Baxter-Highlights-Advancements-Clinical-Nutrition-ASPEN-Conference,https://mms.businesswire.com/media/20190326005795/en/154729/23/baxter_blue.jpg,"['PHOENIX--(BUSINESS', 'WIRE)--Baxter', 'International', 'Inc.', '(NYSE:BAX),', 'a', 'global', 'leader', 'in', 'clinical', 'nutrition,', 'today', 'announced', 'it', 'will', 'launch', 'Clinolipid', '(20%', 'Lipid', 'Injectable', 'Emulsion),', 'its', 'proprietary', 'olive', 'oil-based', 'lipid', 'emulsion,', 'in', 'the', 'U.S.', 'later', 'this', 'y…', '[+7689', 'chars]']","PHOENIX--(BUSINESS WIRE)--Baxter International Inc. (NYSE:BAX), a global leader in clinical nutrition, today announced it will launch Clinolipid (20% Lipid Injectable Emulsion), its proprietary olive oil-based lipid emulsion, in the U.S. later this year — mar…",Baxter Highlights Advancements in Clinical Nutrition at ASPEN Conference,"PHOENIX--(BUSINESS WIRE)--Baxter International Inc. (NYSE:BAX), a global leader in clinical 
 nutrition, today announced it will launch Clinolipid (20% Lipid 
 Injectable Emulsion), its proprietary olive oil-based lipid emulsion, in 
 the U.S. later this y… [+7689 chars]",0.0,"PHOENIX--(BUSINESS WIRE)--Baxter International Inc. (NYSE:BAX), a global leader in clinical nutrition, today announced it will launch Clinolipid (20% Lipid Injectable Emulsion), its proprietary olive oil-based lipid emulsion, in the U.S. later this year — mar…",Baxter Highlights Advancements in Clinical Nutrition at ASPEN Conference,0.0,0.0,0.0,0.0,0.0,2019-03-26 20:38:31,"['PHOENIXBUSINESS', 'WIREBaxter', 'International', 'Inc', 'NYSEBAX', 'a', 'global', 'leader', 'in', 'clinical', 'nutrition', 'today', 'announced', 'it', 'will', 'launch', 'Clinolipid', '20', 'Lipid', 'Injectable', 'Emulsion', 'its', 'proprietary', 'olive', 'oilbased', 'lipid', 'emulsion', 'in', 'the', 'US', 'later', 'this', 'y…', '7689', 'chars']"
2019-03-26 20:52:55,FRANCISCO RODRÍGUEZ and JORGE ALEJANDRO RODRÍGUEZ,"Yet it is hard to conclude that sanctions were anything more than a secondary contributor to the causes of Venezuelas electric grid failures today. Underinvestment, lack of maintenance, and the countrys economic crisis, which has been deepened by corruption a… [+2562 chars]","A man holds a flashlight inside a grocery shop in Caracas, Venezuela, Tuesday. Much of Venezuela remains without electricity as a new power outage spread across the country.","{'id': 'the-new-york-times', 'name': 'The New York Times'}",Venezuela’s Powerless Revolution,https://www.nytimes.com/2019/03/26/opinion/venezuela-maduro-blackout.html,https://static01.nyt.com/images/2019/03/26/opinion/26RODRIGUEZ/26RODRIGUEZ-facebookJumbo.jpg,"['Yet', 'it', 'is', 'hard', 'to', 'conclude', 'that', 'sanctions', 'were', 'anything', 'more', 'than', 'a', 'secondary', 'contributor', 'to', 'the', 'causes', 'of', 'Venezuelas', 'electric', 'grid', 'failures', 'today.', 'Underinvestment,', 'lack', 'of', 'maintenance,', 'and', 'the', 'countrys', 'economic', 'crisis,', 'which', 'has', 'been', 'deepened', 'by', 'corruption', 'a…', '[+2562', 'chars]']","A man holds a flashlight inside a grocery shop in Caracas, Venezuela, Tuesday. Much of Venezuela remains without electricity as a new power outage spread across the country.",Venezuela’s Powerless Revolution,"Yet it is hard to conclude that sanctions were anything more than a secondary contributor to the causes of Venezuelas electric grid failures today. Underinvestment, lack of maintenance, and the countrys economic crisis, which has been deepened by corruption a… [+2562 chars]",0.02708333333333333,"A man holds a flashlight inside a grocery shop in Caracas, Venezuela, Tuesday. Much of Venezuela remains without electricity as a new power outage spread across the country.",Venezuela’s Powerless Revolution,0.16818181818181818,-0.5,0.3854166666666666,0.3272727272727273,0.9,2019-03-26 20:52:55,"['Yet', 'it', 'is', 'hard', 'to', 'conclude', 'that', 'sanctions', 'were', 'anything', 'more', 'than', 'a', 'secondary', 'contributor', 'to', 'the', 'causes', 'of', 'Venezuelas', 'electric', 'grid', 'failures', 'today', 'Underinvestment', 'lack', 'of', 'maintenance', 'and', 'the', 'countrys', 'economic', 'crisis', 'which', 'has', 'been', 'deepened', 'by', 'corruption', 'a…', '2562', 'chars']"
2019-03-26 20:54:37,,"NEW YORK--(BUSINESS WIRE)--AXA 
 Equitable Holdings, Inc. (AXA Equitable Holdings) (NYSE: 
 EQH), a leading financial services company comprised of two 
 principal franchises -- AXA 
 Equitable Life and AllianceBernstein 
 -- today announced new appointm… [+7827 chars]","NEW YORK--(BUSINESS WIRE)--AXA Equitable Holdings, Inc. today announced new appointments to its Board of Directors, effective immediately.","{'id': None, 'name': 'Businesswire.com'}",AXA Equitable Holdings Announces Board of Director Appointments,https://www.businesswire.com/news/home/20190326005996/en/AXA-Equitable-Holdings-Announces-Board-Director-Appointments,https://mms.businesswire.com/media/20190326005996/en/652420/23/axa_equitable_holdings_solid_rgb.jpg,"['NEW', 'YORK--(BUSINESS', 'WIRE)--AXA', 'Equitable', 'Holdings,', 'Inc.', '(AXA', 'Equitable', 'Holdings)', '(NYSE:', 'EQH),', 'a', 'leading', 'financial', 'services', 'company', 'comprised', 'of', 'two', 'principal', 'franchises', '--', 'AXA', 'Equitable', 'Life', 'and', 'AllianceBernstein', '--', 'today', 'announced', 'new', 'appointm…', '[+7827', 'chars]']","NEW YORK--(BUSINESS WIRE)--AXA Equitable Holdings, Inc. today announced new appointments to its Board of Directors, effective immediately.",AXA Equitable Holdings Announces Board of Director Appointments,"NEW YORK--(BUSINESS WIRE)--AXA 
 Equitable Holdings, Inc. (AXA Equitable Holdings) (NYSE: 
 EQH), a leading financial services company comprised of two 
 principal franchises -- AXA 
 Equitable Life and AllianceBernstein 
 -- today announced new appointm… [+7827 chars]",0.0909090909090909,"NEW YORK--(BUSINESS WIRE)--AXA Equitable Holdings, Inc. today announced new appointments to its Board of Directors, effective immediately.",AXA Equitable Holdings Announces Board of Director Appointments,0.2909090909090909,0.0,0.30303030303030304,0.5696969696969697,0.0,2019-03-26 20:54:37,"['NEW', 'YORKBUSINESS', 'WIREAXA', 'Equitable', 'Holdings', 'Inc', 'AXA', 'Equitable', 'Holdings', 'NYSE', 'EQH', 'a', 'leading', 'financial', 'services', 'company', 'comprised', 'of', 'two', 'principal', 'franchises', '', 'AXA', 'Equitable', 'Life', 'and', 'AllianceBernstein', '', 'today', 'announced', 'new', 'appointm…', '7827', 'chars']"
2019-03-26 21:00:10,Asher Madan,"The video game industry is a volatile place, and job security isn't guaranteed. A few weeks ago, we reported that Activision-Blizzard was laying off roughly a thousand employees due to missed sales targets. Now, it looks like its rival EA is also doing the sa… [+2049 chars]","This isn't a good sign. The video game industry is a volatile place, and job security isn't guaranteed. A few weeks ago, we reported that Activision-Blizzard was laying off roughly a thousand employees due to missed sales targets. Now, it looks like its rival…","{'id': None, 'name': 'Windowscentral.com'}","EA lays off 350 employees across marketing, publishing, and more",https://www.windowscentral.com/ea-lays-350-employees-across-marketing-publishing-and-more,https://www.windowscentral.com/sites/wpcentral.com/files/styles/large/public/field/image/2019/02/anthem-fort-tarsis.jpg?itok=iy8KsD-A,"['The', 'video', 'game', 'industry', 'is', 'a', 'volatile', 'place,', 'and', 'job', 'security', ""isn't"", 'guaranteed.', 'A', 'few', 'weeks', 'ago,', 'we', 'reported', 'that', 'Activision-Blizzard', 'was', 'laying', 'off', 'roughly', 'a', 'thousand', 'employees', 'due', 'to', 'missed', 'sales', 'targets.', 'Now,', 'it', 'looks', 'like', 'its', 'rival', 'EA', 'is', 'also', 'doing', 'the', 'sa…', '[+2049', 'chars]']","This isn't a good sign. The video game industry is a volatile place, and job security isn't guaranteed. A few weeks ago, we reported that Activision-Blizzard was laying off roughly a thousand employees due to missed sales targets. Now, it looks like its rival…","EA lays off 350 employees across marketing, publishing, and more","The video game industry is a volatile place, and job security isn't guaranteed. A few weeks ago, we reported that Activision-Blizzard was laying off roughly a thousand employees due to missed sales targets. Now, it looks like its rival EA is also doing the sa… [+2049 chars]",-0.20625,"This isn't a good sign. The video game industry is a volatile place, and job security isn't guaranteed. A few weeks ago, we reported that Activision-Blizzard was laying off roughly a thousand employees due to missed sales targets. Now, it looks like its rival…","EA lays off 350 employees across marketing, publishing, and more",-0.02500000000000001,0.5,0.31875,0.375,0.5,2019-03-26 21:00:10,"['The', 'video', 'game', 'industry', 'is', 'a', 'volatile', 'place', 'and', 'job', 'security', 'isnt', 'guaranteed', 'A', 'few', 'weeks', 'ago', 'we', 'reported', 'that', 'ActivisionBlizzard', 'was', 'laying', 'off', 'roughly', 'a', 'thousand', 'employees', 'due', 'to', 'missed', 'sales', 'targets', 'Now', 'it', 'looks', 'like', 'its', 'rival', 'EA', 'is', 'also', 'doing', 'the', 'sa…', '2049', 'chars']"
